tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
t3,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,2,3,14514,4245,54,0,0,0,246,75,30.487806,150,46,30.666668,152,48,31.578945,28,18.421053,124,120,18
t3,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,2,3,16749,3134,21,0,0,0,154,68,44.155846,98,39,39.795918,122,49,40.163933,32,26.229507,90,120,7
t3,JXPATH-6,org.apache.commons.jxpath.JXPathContext,2,3,124645,3250,6,0,0,0,96,50,52.083332,46,13,28.260868,50,16,32.0,7,14.0,43,120,2
t3,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,2,3,124866,14,0,0,0,0,1029,0,0.0,872,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,2,3,59050,15109,132,0,0,0,169,154,91.12426,72,57,79.16667,112,96,85.71429,3,2.6785715,109,120,44
t3,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,2,2,12394,4525,66,0,0,0,233,14,6.0085835,298,12,4.0268455,122,11,9.016393,0,0.0,122,120,22
t3,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,2,3,4937,10,0,0,0,0,1076,0,0.0,776,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,2,2,86633,25169,120,0,0,0,280,226,80.71429,140,105,75.0,163,151,92.63804,0,0.0,163,120,40
t3,BCEL-4,org.apache.bcel.generic.InstructionList,2,3,125114,4844,30,0,0,0,431,260,60.324825,219,105,47.945206,118,72,61.01695,10,8.474577,108,120,10
t3,FREEHEP-8,org.freehep.math.minuit.MnPrint,2,3,2561,7,0,0,0,0,210,0,0.0,72,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-9,org.freehep.math.minuit.MnMinos,2,3,6690,2894,63,0,0,0,111,11,9.90991,74,1,1.3513514,78,0,0.0,0,0.0,78,120,21
t3,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,2,3,3660,1278,6,0,0,0,97,2,2.0618556,54,0,0.0,100,0,0.0,0,0.0,100,120,2
t3,FREEHEP-7,org.freehep.math.minuit.MnHesse,2,3,11231,20692,90,0,8,0,126,18,14.285715,48,1,2.0833335,127,7,5.511811,0,0.0,127,120,30
t3,FREEHEP-1,org.freehep.math.minuit.MnPlot,2,3,8458,2072,18,0,0,0,203,10,4.9261084,116,4,3.4482758,116,3,2.586207,1,0.86206895,115,120,6
t3,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,2,3,124397,8,0,0,0,0,237,0,0.0,126,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,2,3,124833,508,3,0,0,0,262,52,19.847328,110,1,0.9090909,135,22,16.296295,17,12.592593,118,120,1
t3,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,2,4,2564,25,0,0,0,0,104,0,0.0,94,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,2,3,10836,8050,6,0,0,0,220,8,3.6363635,160,0,0.0,132,0,0.0,0,0.0,132,120,2
t3,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,2,3,10073,5632,24,0,0,0,304,10,3.2894738,180,1,0.5555556,107,3,2.803738,0,0.0,107,120,8
t3,RE2J-3,com.google.re2j.Simplify,2,4,6020,507,6,0,0,0,64,3,4.6875,56,1,1.7857144,58,2,3.4482758,2,3.4482758,56,120,2
t3,IMAGE-3,org.apache.commons.imaging.formats.bmp.BmpImageParser,2,3,16645,8986,159,0,22,0,380,124,32.63158,193,33,17.098446,120,20,16.666668,1,0.8333334,119,120,53
t3,RE2J-2,com.google.re2j.CharClass,2,1,49266,5974,54,0,0,0,176,141,80.11364,112,88,78.57143,102,85,83.33333,33,32.352943,69,120,18
t3,IMAGE-2,org.apache.commons.imaging.common.RationalNumber,2,1,9226,6406,45,0,0,0,76,70,92.10526,60,55,91.66667,96,93,96.875,8,8.333334,88,120,15
t3,RE2J-5,com.google.re2j.Compiler,2,1,6852,633,15,0,0,0,117,8,6.8376074,85,0,0.0,103,3,2.9126215,0,0.0,103,120,5
t3,RE2J-4,com.google.re2j.Utils,2,2,5106,17,0,0,0,0,86,0,0.0,96,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,IMAGE-4,org.apache.commons.imaging.formats.tiff.TiffField,2,2,125384,4961,54,0,0,0,253,174,68.774704,134,80,59.701492,184,138,75.0,31,16.847826,153,120,18
t3,RE2J-7,com.google.re2j.Regexp,2,4,17087,2300,57,0,0,0,164,17,10.365853,119,5,4.2016807,108,8,7.4074073,0,0.0,108,120,19
t3,RE2J-6,com.google.re2j.Machine,2,2,38913,3594,36,0,0,0,159,0,0.0,121,0,0.0,104,0,0.0,0,0.0,104,120,12
t3,RE2J-8,com.google.re2j.RE2,2,1,99652,11145,102,0,0,0,204,195,95.588234,98,87,88.77551,167,165,98.80239,8,4.7904196,159,120,34
t3,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,2,3,125039,15733,21,0,0,0,339,169,49.85251,210,78,37.142857,197,96,48.730965,15,7.614213,182,120,7
t3,GSON-9,com.google.gson.reflect.TypeToken,2,1,9253,888,45,0,0,0,93,3,3.2258062,60,1,1.6666667,67,1,1.4925373,0,0.0,67,120,15
t3,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,2,4,13223,5716,24,0,0,0,26,23,88.46153,20,15,75.0,36,31,86.11111,4,11.111112,32,120,8
t3,GSON-6,com.google.gson.internal.bind.JsonTreeReader,2,5,109400,5015,69,0,0,0,165,126,76.36363,86,69,80.23256,124,90,72.58065,15,12.096774,109,120,23
t3,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,2,3,125372,4956,15,0,0,0,265,87,32.83019,175,67,38.285713,161,47,29.192547,4,2.484472,157,120,5
t3,GSON-7,com.google.gson.GsonBuilder,2,5,33056,10892,75,0,0,0,94,80,85.106384,38,16,42.105263,50,40,80.0,24,48.0,26,120,25
t3,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,2,1,125826,8,0,0,0,0,105,0,0.0,68,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,GSON-4,com.google.gson.stream.JsonReader,2,1,124613,849,3,0,2,0,656,174,26.52439,468,101,21.581196,161,49,30.434782,0,0.0,161,120,1
t3,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,2,1,128226,14469,3,0,0,0,339,125,36.873158,210,56,26.666668,197,68,34.517765,12,6.0913706,185,120,1
t3,GSON-5,com.google.gson.internal.LinkedTreeMap,2,1,126469,13106,171,0,8,0,190,182,95.789474,150,112,74.666664,115,113,98.260864,0,0.0,115,120,57
t3,LA4J-2,org.la4j.decomposition.EigenDecompositor,2,3,124787,1932,15,0,0,0,429,25,5.827506,222,11,4.954955,241,6,2.4896266,2,0.8298756,239,120,5
t3,GSON-2,com.google.gson.internal.LinkedHashTreeMap,2,1,125624,18693,222,0,18,0,234,155,66.23932,170,87,51.17647,164,118,71.951225,27,16.463415,137,120,74
t3,LA4J-5,org.la4j.Matrix,2,4,125597,17370,27,0,0,0,520,160,30.769232,280,91,32.5,174,64,36.78161,4,2.2988505,170,120,9
t3,GSON-3,com.google.gson.JsonPrimitive,2,4,8594,4470,102,0,0,0,82,68,82.92683,80,55,68.75,87,71,81.60919,19,21.83908,68,120,34
t3,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,2,3,124634,29,0,0,0,0,116,0,0.0,66,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,2,3,6013,1925,42,0,4,0,63,6,9.523809,36,0,0.0,36,0,0.0,0,0.0,36,120,14
t3,LA4J-1,org.la4j.vector.sparse.CompressedVector,2,4,26186,27065,279,0,0,0,198,173,87.37374,126,113,89.68254,102,94,92.15686,5,4.901961,97,120,93
t3,JXPATH-10,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,2,2,7826,3466,12,0,0,0,271,70,25.830257,184,35,19.02174,197,53,26.903551,10,5.076142,187,120,4
t3,BCEL-10,org.apache.bcel.verifier.structurals.Subroutines,2,3,37685,4485,102,0,0,0,119,86,72.268906,72,47,65.27778,75,60,80.0,0,0.0,75,120,34
t3,RE2J-1,com.google.re2j.Parser,2,2,10461,14229,165,0,13,0,760,220,28.947369,565,111,19.646017,203,63,31.034481,0,0.0,203,120,55
t3,OKHTTP-5,okhttp3.internal.tls.DistinguishedNameParser,3,5,4746,544,6,0,0,0,156,39,25.0,168,23,13.690476,200,50,25.0,17,8.5,183,120,2
t3,OKHTTP-6,okhttp3.CacheControl,3,3,2592,9,0,0,0,0,128,0,0.0,70,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,OKHTTP-7,okhttp3.internal.tls.OkHostnameVerifier,3,5,3413,443,12,0,0,0,80,4,5.0,64,0,0.0,63,0,0.0,0,0.0,63,120,4
t3,GSON-10,com.google.gson.internal.Excluder,3,3,9572,3943,30,0,0,0,89,32,35.955055,82,8,9.756097,77,15,19.480518,2,2.5974026,75,120,10
t3,OKHTTP-8,okhttp3.HttpUrl,3,4,3053,8,0,0,0,0,221,0,0.0,183,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,OKHTTP-1,okhttp3.Cookie,3,3,2727,7,0,0,0,0,236,0,0.0,208,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,OKHTTP-2,okhttp3.internal.platform.AndroidPlatform,3,4,15056,6700,81,0,0,0,88,2,2.2727273,30,0,0.0,34,1,2.9411764,0,0.0,34,120,27
t3,OKHTTP-3,okhttp3.ConnectionSpec,3,1,10275,2658,60,0,0,0,82,17,20.731707,66,0,0.0,71,0,0.0,0,0.0,71,120,20
t3,OKHTTP-4,okhttp3.internal.http.HttpHeaders,3,1,124989,7,0,0,0,0,83,0,0.0,62,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,BCEL-5,org.apache.bcel.verifier.statics.Pass3aVerifier,3,3,4283,7,0,0,0,0,120,0,0.0,72,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,JXPATH-4,org.apache.commons.jxpath.util.MethodLookupUtils,3,1,5828,734,15,0,2,0,139,25,17.985613,102,21,20.588236,92,17,18.47826,3,3.2608695,89,120,5
t3,BCEL-6,org.apache.bcel.verifier.structurals.LocalVariables,3,3,16719,3760,33,0,0,0,62,52,83.870964,54,45,83.33333,50,49,98.0,26,52.0,24,120,11
t3,JXPATH-5,org.apache.commons.jxpath.ri.compiler.Step,3,5,7841,2047,21,0,0,0,54,43,79.62963,50,32,64.0,42,33,78.57143,14,33.333336,28,120,7
t3,BCEL-7,org.apache.bcel.util.Class2HTML,3,1,4116,8,0,0,0,0,95,0,0.0,45,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,3,7,21590,10836,63,0,0,0,111,55,49.54955,86,37,43.023254,88,44,50.0,29,32.954548,59,120,21
t3,LA4J-10,org.la4j.linear.GaussianSolver,3,3,5303,4567,24,0,0,0,37,15,40.54054,22,5,22.727274,53,19,35.849056,10,18.867926,43,120,8
t3,BCEL-8,org.apache.bcel.generic.BranchInstruction,3,4,9016,13829,111,0,10,0,61,39,63.93443,24,9,37.5,32,20,62.5,9,28.125,23,120,37
t3,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,3,3,5989,7313,48,0,0,0,62,49,79.03226,64,44,68.75,49,42,85.71429,13,26.530611,36,120,16
t3,BCEL-9,org.apache.bcel.classfile.StackMapEntry,3,3,63753,30360,69,0,0,0,189,119,62.96296,196,120,61.22449,114,69,60.526318,24,21.052631,90,120,23
t3,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,3,4,14192,4372,54,0,2,0,246,75,30.487806,150,46,30.666668,152,48,31.578945,32,21.052631,120,120,18
t3,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,3,3,19623,3317,21,0,0,0,154,68,44.155846,98,39,39.795918,122,49,40.163933,32,26.229507,90,120,7
t3,JXPATH-6,org.apache.commons.jxpath.JXPathContext,3,3,124497,1185,3,0,0,0,96,41,42.708336,46,8,17.391304,50,10,20.0,9,18.0,41,120,1
t3,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,3,7,125343,7,0,0,0,0,1029,0,0.0,872,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,3,3,51318,13150,132,0,0,0,169,154,91.12426,72,57,79.16667,112,96,85.71429,3,2.6785715,109,120,44
t3,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,3,3,11880,3676,66,0,0,0,233,12,5.1502147,298,11,3.6912751,122,10,8.196721,0,0.0,122,120,22
t3,BCEL-1,org.apache.bcel.classfile.Utility,3,1,127090,9058,33,0,0,0,501,20,3.9920158,344,18,5.2325583,165,7,4.2424245,0,0.0,165,120,11
t3,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,3,2,5250,8,0,0,0,0,1076,0,0.0,776,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,3,3,97963,16203,120,0,0,0,280,216,77.14286,140,105,75.0,163,152,93.25153,0,0.0,163,120,40
t3,BCEL-4,org.apache.bcel.generic.InstructionList,3,2,36225,22340,183,0,0,0,431,412,95.591644,219,198,90.41096,118,113,95.76271,3,2.5423727,115,120,61
t3,FREEHEP-8,org.freehep.math.minuit.MnPrint,3,3,2615,7,0,0,0,0,210,0,0.0,72,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-9,org.freehep.math.minuit.MnMinos,3,3,6541,4322,63,0,0,0,111,11,9.90991,74,1,1.3513514,78,0,0.0,0,0.0,78,120,21
t3,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,3,4,4209,1046,6,0,0,0,97,2,2.0618556,54,0,0.0,100,0,0.0,0,0.0,100,120,2
t3,FREEHEP-7,org.freehep.math.minuit.MnHesse,3,3,13155,10065,90,0,8,0,126,18,14.285715,48,1,2.0833335,127,7,5.511811,0,0.0,127,120,30
t3,FREEHEP-1,org.freehep.math.minuit.MnPlot,3,1,8376,2691,18,0,0,0,203,10,4.9261084,116,4,3.4482758,116,3,2.586207,1,0.86206895,115,120,6
t3,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,3,3,124424,8,0,0,0,0,237,0,0.0,126,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,3,1,125612,3465,6,0,4,0,262,100,38.16794,110,15,13.636364,135,38,28.148148,0,0.0,135,120,2
t3,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,3,3,2520,8,0,0,0,0,104,0,0.0,94,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,3,3,9486,4416,6,0,0,0,220,8,3.6363635,160,0,0.0,132,0,0.0,0,0.0,132,120,2
t3,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,3,3,4137,1974,24,0,0,0,304,10,3.2894738,180,1,0.5555556,107,3,2.803738,0,0.0,107,120,8
t3,RE2J-3,com.google.re2j.Simplify,3,3,5805,1073,6,0,0,0,64,3,4.6875,56,1,1.7857144,58,2,3.4482758,2,3.4482758,56,120,2
t3,IMAGE-3,org.apache.commons.imaging.formats.bmp.BmpImageParser,3,3,18355,10931,159,0,12,0,380,121,31.842106,193,31,16.062176,120,18,15.000001,1,0.8333334,119,120,53
t3,RE2J-2,com.google.re2j.CharClass,3,3,46545,5157,54,0,0,0,176,141,80.11364,112,88,78.57143,102,85,83.33333,25,24.509804,77,120,18
t3,IMAGE-2,org.apache.commons.imaging.common.RationalNumber,3,4,7183,4095,45,0,0,0,76,70,92.10526,60,55,91.66667,96,93,96.875,8,8.333334,88,120,15
t3,RE2J-5,com.google.re2j.Compiler,3,4,6006,789,15,0,0,0,117,8,6.8376074,85,0,0.0,103,3,2.9126215,0,0.0,103,120,5
t3,RE2J-4,com.google.re2j.Utils,3,3,4591,14,0,0,0,0,86,0,0.0,96,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,RE2J-7,com.google.re2j.Regexp,3,3,12132,2306,57,0,0,0,164,17,10.365853,119,5,4.2016807,108,8,7.4074073,0,0.0,108,120,19
t3,RE2J-6,com.google.re2j.Machine,3,1,15642,4407,36,0,0,0,159,0,0.0,121,0,0.0,104,0,0.0,0,0.0,104,120,12
t3,RE2J-8,com.google.re2j.RE2,3,2,41172,11036,102,0,0,0,204,195,95.588234,98,88,89.79591,167,165,98.80239,8,4.7904196,159,120,34
t3,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,3,1,127041,2702,3,0,0,0,339,108,31.858408,210,44,20.952381,197,57,28.934011,11,5.5837564,186,120,1
t3,GSON-9,com.google.gson.reflect.TypeToken,3,3,6869,844,45,0,0,0,93,3,3.2258062,60,1,1.6666667,67,1,1.4925373,0,0.0,67,120,15
t3,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,3,1,11245,4332,24,0,0,0,26,23,88.46153,20,15,75.0,36,31,86.11111,4,11.111112,32,120,8
t3,GSON-6,com.google.gson.internal.bind.JsonTreeReader,3,2,57699,10857,69,0,0,0,165,126,76.36363,86,69,80.23256,124,90,72.58065,17,13.709678,107,120,23
t3,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,3,3,125108,5608,15,0,0,0,265,126,47.54717,175,94,53.714287,161,70,43.47826,2,1.242236,159,120,5
t3,GSON-7,com.google.gson.GsonBuilder,3,3,27125,9139,75,0,0,0,94,79,84.04256,38,16,42.105263,50,40,80.0,24,48.0,26,120,25
t3,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,3,1,125633,8,0,0,0,0,105,0,0.0,68,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,GSON-4,com.google.gson.stream.JsonReader,3,3,127573,7,0,0,0,0,656,0,0.0,468,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,3,1,124935,8,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,GSON-5,com.google.gson.internal.LinkedTreeMap,3,4,130409,9109,198,0,14,0,190,182,95.789474,150,112,74.666664,115,113,98.260864,63,54.78261,52,120,66
t3,LA4J-2,org.la4j.decomposition.EigenDecompositor,3,3,124998,1734,15,0,0,0,429,27,6.2937064,222,12,5.4054055,241,7,2.9045644,3,1.2448133,238,120,5
t3,GSON-2,com.google.gson.internal.LinkedHashTreeMap,3,2,126699,9750,201,0,18,0,234,135,57.692307,170,73,42.941177,164,95,57.926826,0,0.0,164,120,67
t3,LA4J-5,org.la4j.Matrix,3,2,130517,11,0,0,0,0,520,0,0.0,280,0,0.0,0,0,0.0,0,0.0,0,120,0
t3,GSON-3,com.google.gson.JsonPrimitive,3,3,16970,6928,102,0,0,0,82,68,82.92683,80,55,68.75,87,71,81.60919,19,21.83908,68,120,34
t3,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,3,1,124968,60292,75,0,0,0,116,83,71.55172,66,36,54.545456,158,98,62.025314,5,3.164557,153,120,25
t3,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,3,8,8903,3018,42,0,2,0,63,6,9.523809,36,0,0.0,36,0,0.0,0,0.0,36,120,14
t3,LA4J-1,org.la4j.vector.sparse.CompressedVector,3,1,34094,31432,279,0,3,0,198,173,87.37374,126,113,89.68254,102,94,92.15686,2,1.9607844,100,120,93
t3,JXPATH-10,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,3,5,8186,10665,12,0,0,0,271,87,32.10332,184,46,25.0,197,67,34.01015,13,6.5989842,184,120,4
t3,BCEL-10,org.apache.bcel.verifier.structurals.Subroutines,3,3,36243,7423,102,0,0,0,119,86,72.268906,72,47,65.27778,75,60,80.0,0,0.0,75,120,34
t3,RE2J-1,com.google.re2j.Parser,3,4,10985,8220,165,0,17,0,760,195,25.657896,565,91,16.106194,203,56,27.586206,0,0.0,203,120,55
t3,OKHTTP-5,okhttp3.internal.tls.DistinguishedNameParser,1,1,5767,655,6,0,0,0,156,39,25.0,168,23,13.690476,200,50,25.0,5,2.5,195,240,2
t3,OKHTTP-6,okhttp3.CacheControl,1,3,2572,7,0,0,0,0,128,0,0.0,70,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,OKHTTP-7,okhttp3.internal.tls.OkHostnameVerifier,1,3,3267,508,12,0,0,0,80,4,5.0,64,0,0.0,63,0,0.0,0,0.0,63,240,4
t3,GSON-10,com.google.gson.internal.Excluder,1,3,9861,5518,30,0,0,0,89,32,35.955055,82,8,9.756097,77,15,19.480518,2,2.5974026,75,240,10
t3,OKHTTP-8,okhttp3.HttpUrl,1,3,2987,8,0,0,0,0,221,0,0.0,183,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,OKHTTP-1,okhttp3.Cookie,1,4,3007,16,0,0,0,0,236,0,0.0,208,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,OKHTTP-2,okhttp3.internal.platform.AndroidPlatform,1,4,14347,3692,81,0,0,0,88,2,2.2727273,30,0,0.0,34,1,2.9411764,0,0.0,34,240,27
t3,OKHTTP-3,okhttp3.ConnectionSpec,1,3,8916,2440,60,0,0,0,82,17,20.731707,66,0,0.0,71,0,0.0,0,0.0,71,240,20
t3,OKHTTP-4,okhttp3.internal.http.HttpHeaders,1,4,244385,8,0,0,0,0,83,0,0.0,62,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,BCEL-5,org.apache.bcel.verifier.statics.Pass3aVerifier,1,3,5103,7,0,0,0,0,120,0,0.0,72,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,JXPATH-4,org.apache.commons.jxpath.util.MethodLookupUtils,1,2,8477,749,15,0,2,0,139,25,17.985613,102,21,20.588236,92,17,18.47826,3,3.2608695,89,240,5
t3,BCEL-6,org.apache.bcel.verifier.structurals.LocalVariables,1,1,21944,13884,33,0,0,0,62,52,83.870964,54,45,83.33333,50,49,98.0,26,52.0,24,240,11
t3,JXPATH-5,org.apache.commons.jxpath.ri.compiler.Step,1,1,11682,5120,21,0,0,0,54,45,83.33333,50,37,74.0,42,38,90.47619,19,45.238094,23,240,7
t3,BCEL-7,org.apache.bcel.util.Class2HTML,1,2,6795,8,0,0,0,0,95,0,0.0,45,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,1,1,11783,6418,54,0,0,0,111,56,50.45045,86,38,44.186047,88,45,51.136364,30,34.090908,58,240,18
t3,LA4J-10,org.la4j.linear.GaussianSolver,1,3,7324,2750,24,0,0,0,37,19,51.35135,22,7,31.818182,53,28,52.83019,10,18.867926,43,240,8
t3,BCEL-8,org.apache.bcel.generic.BranchInstruction,1,2,7827,5924,105,0,2,0,61,5,8.196721,24,0,0.0,32,1,3.125,0,0.0,32,240,35
t3,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,1,2,9290,16847,51,0,0,0,62,49,79.03226,64,47,73.4375,49,42,85.71429,24,48.97959,25,240,17
t3,BCEL-9,org.apache.bcel.classfile.StackMapEntry,1,2,63794,22709,69,0,0,0,189,124,65.60847,196,126,64.28571,114,74,64.912285,16,14.035088,98,240,23
t3,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,1,3,13858,2153,54,0,2,0,246,75,30.487806,150,46,30.666668,152,48,31.578945,31,20.394737,121,240,18
t3,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,1,4,16962,9761,21,0,0,0,154,69,44.805195,98,40,40.816326,122,50,40.983604,20,16.393442,102,240,7
t3,JXPATH-6,org.apache.commons.jxpath.JXPathContext,1,3,244524,7,0,0,0,0,96,0,0.0,46,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,1,3,244834,14,0,0,0,0,1029,0,0.0,872,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,1,1,52506,18259,132,0,0,0,169,154,91.12426,72,57,79.16667,112,96,85.71429,3,2.6785715,109,240,44
t3,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,1,1,8268,1905,66,0,2,0,233,12,5.1502147,298,11,3.6912751,122,10,8.196721,0,0.0,122,240,22
t3,BCEL-1,org.apache.bcel.classfile.Utility,1,2,241338,3258,36,0,1,0,501,20,3.9920158,344,18,5.2325583,165,7,4.2424245,0,0.0,165,240,12
t3,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,1,2,4658,7,0,0,0,0,1076,0,0.0,776,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,1,2,95937,14670,120,0,0,0,280,219,78.21429,140,104,74.28571,163,151,92.63804,0,0.0,163,240,40
t3,BCEL-4,org.apache.bcel.generic.InstructionList,1,2,245087,6105,48,0,0,0,431,328,76.10209,219,139,63.47032,118,93,78.81356,10,8.474577,108,240,16
t3,FREEHEP-8,org.freehep.math.minuit.MnPrint,1,3,2640,61,0,0,0,0,210,0,0.0,72,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,FREEHEP-9,org.freehep.math.minuit.MnMinos,1,8,6522,2735,63,0,0,0,111,11,9.90991,74,1,1.3513514,78,0,0.0,0,0.0,78,240,21
t3,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,1,5,4316,434,6,0,0,0,97,2,2.0618556,54,0,0.0,100,0,0.0,0,0.0,100,240,2
t3,FREEHEP-7,org.freehep.math.minuit.MnHesse,1,3,10673,9053,90,0,6,0,126,18,14.285715,48,1,2.0833335,127,7,5.511811,0,0.0,127,240,30
t3,FREEHEP-1,org.freehep.math.minuit.MnPlot,1,3,9011,2086,18,0,0,0,203,10,4.9261084,116,4,3.4482758,116,3,2.586207,1,0.86206895,115,240,6
t3,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,1,1,244374,34,0,0,0,0,237,0,0.0,126,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,1,3,244514,5221,36,0,10,0,262,149,56.870228,110,33,30.000002,135,68,50.370373,16,11.851851,119,240,12
t3,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,1,3,2536,38,0,0,0,0,104,0,0.0,94,0,0.0,0,0,0.0,0,0.0,0,240,0
t3,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,1,3,10659,4379,6,0,0,0,220,8,3.6363635,160,0,0.0,132,0,0.0,0,0.0,132,240,2
t3,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,1,4,10594,2981,24,0,0,0,304,10,3.2894738,180,1,0.5555556,107,3,2.803738,0,0.0,107,240,8
t3,RE2J-3,com.google.re2j.Simplify,1,3,6135,420,6,0,0,0,64,3,4.6875,56,1,1.7857144,58,2,3.4482758,2,3.4482758,56,240,2
